Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00     149/37963       domain::updateConflictPartitions() [226]
                0.00    0.00    1220/37963       domain::storeActiveParitions(int*, int, unsigned int) [222]
                0.00    0.00    1782/37963       std::list<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [144]
                0.00    0.00    4434/37963       std::list<unsigned int, std::allocator<unsigned int> >::merge(std::list<unsigned int, std::allocator<unsigned int> >&&) [131]
                0.00    0.00    5334/37963       std::list<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int&&) [89]
                0.00    0.00    6053/37963       domain::deliverTriangles() [218]
                0.00    0.00    7541/37963       domain::generateConflictPartitions() [227]
                0.00    0.00   11166/37963       void std::list<unsigned int, std::allocator<unsigned int> >::emplace_back<unsigned int const&>(unsigned int const&) [52]
[20]     0.0    0.00    0.00   37963         std::list<unsigned int, std::allocator<unsigned int> >::end() [20]
                0.00    0.00   37963/52291       std::_List_iterator<unsigned int>::_List_iterator(std::__detail::_List_node_base*) [16]
-----------------------------------------------
                0.00    0.00      20/36712       domain::generateIntersection() [221]
                0.00    0.00    3280/36712       triangle::intersect(boundingBox) [104]
                0.00    0.00    5762/36712       domain::boundingGrid(boundingBox) [126]
                0.00    0.00   11128/36712       domain::mapLow(boundingBox, double, double) [127]
                0.00    0.00   16522/36712       domain::mapHigh(boundingBox, double, double) [128]
[21]     0.0    0.00    0.00   36712         boundingBox::getLowPoint() [21]
                0.00    0.00   36712/393560      point::point(point const&) [8]
-----------------------------------------------
                0.00    0.00      10/31704       domain::generateIntersection() [221]
                0.00    0.00    3280/31704       triangle::intersect(boundingBox) [104]
                0.00    0.00    5762/31704       domain::boundingGrid(boundingBox) [126]
                0.00    0.00   22652/31704       domain::mapLow(boundingBox, double, double) [127]
[22]     0.0    0.00    0.00   31704         boundingBox::getHighPoint() [22]
                0.00    0.00   31704/393560      point::point(point const&) [8]
-----------------------------------------------
                0.00    0.00     791/28892       std::list<unsigned int, std::allocator<unsigned int> >::operator=(std::list<unsigned int, std::allocator<unsigned int> > const&) [183]
                0.00    0.00    8235/28892       std::iterator_traits<std::_List_const_iterator<unsigned int> >::difference_type std::__distance<std::_List_const_iterator<unsigned int> >(std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>, std::input_iterator_tag) [120]
                0.00    0.00   19866/28892       void std::list<unsigned int, std::allocator<unsigned int> >::_M_initialize_dispatch<std::_List_const_iterator<unsigned int> >(std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>, std::__false_type) [62]
[23]     0.0    0.00    0.00   28892         std::_List_const_iterator<unsigned int>::operator!=(std::_List_const_iterator<unsigned int> const&) const [23]
-----------------------------------------------
                0.00    0.00      57/25622       domain::generateActivePartitions() [225]
                0.00    0.00     117/25622       domain::updateConflictPartitions() [226]
                0.00    0.00     445/25622       std::list<unsigned int, std::allocator<unsigned int> >::remove(unsigned int const&) [156]
                0.00    0.00     787/25622       std::list<unsigned int, std::allocator<unsigned int> >::operator=(std::list<unsigned int, std::allocator<unsigned int> > const&) [183]
                0.00    0.00    1204/25622       domain::storeActiveParitions(int*, int, unsigned int) [222]
                0.00    0.00    2150/25622       std::list<unsigned int, std::allocator<unsigned int> >::unique() [158]
                0.00    0.00    2150/25622       std::list<unsigned int, std::allocator<unsigned int> >::splice(std::_List_iterator<unsigned int>, std::list<unsigned int, std::allocator<unsigned int> >&&, std::_List_iterator<unsigned int>) [133]
                0.00    0.00    3746/25622       domain::deliverTriangles() [218]
                0.00    0.00    5278/25622       domain::generateConflictPartitions() [227]
                0.00    0.00    9688/25622       std::list<unsigned int, std::allocator<unsigned int> >::merge(std::list<unsigned int, std::allocator<unsigned int> >&&) [131]
[24]     0.0    0.00    0.00   25622         std::_List_iterator<unsigned int>::operator++() [24]
-----------------------------------------------
                0.00    0.00   11682/23364       std::list<unsigned int, std::allocator<unsigned int> >::begin() const [51]
                0.00    0.00   11682/23364       std::list<unsigned int, std::allocator<unsigned int> >::end() const [50]
[25]     0.0    0.00    0.00   23364         std::_List_const_iterator<unsigned int>::_List_const_iterator(std::__detail::_List_node_base const*) [25]
-----------------------------------------------
                0.00    0.00    5762/23048       gridBound::gridBound(gridElement, gridElement) [130]
                0.00    0.00    5762/23048       gridBound::getLowGridElement() [78]
                0.00    0.00    5762/23048       gridBound::getHighGridElement() [79]
                0.00    0.00    5762/23048       domain::boundingGrid(boundingBox) [126]
[26]     0.0    0.00    0.00   23048         gridElement::gridElement(gridElement const&) [26]
-----------------------------------------------
                0.00    0.00    5334/21336       void std::list<unsigned int, std::allocator<unsigned int> >::_M_insert<unsigned int>(std::_List_iterator<unsigned int>, unsigned int&&) [88]
                0.00    0.00    5334/21336       std::_List_node<unsigned int>* std::list<unsigned int, std::allocator<unsigned int> >::_M_create_node<unsigned int>(unsigned int&&) [87]
                0.00    0.00    5334/21336       _ZN9__gnu_cxx13new_allocatorISt10_List_nodeIjEE9constructIS2_IjEEEvPT_DpOT0_ [85]
                0.00    0.00    5334/21336       std::_List_node<unsigned int>::_List_node<unsigned int>(unsigned int&&) [86]
[27]     0.0    0.00    0.00   21336         unsigned int&& std::forward<unsigned int>(std::remove_reference<unsigned int>::type&) [27]
-----------------------------------------------
                0.00    0.00      16/18298       _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeIiEE9constructIS2_IRKiEEEvPT_DpOT0_ [172]
                0.00    0.00    5334/18298       _ZN9__gnu_cxx13new_allocatorISt10_List_nodeIjEE9constructIS2_IjEEEvPT_DpOT0_ [85]
                0.00    0.00   12948/18298       void __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::construct<std::_List_node<unsigned int>, unsigned int const&>(std::_List_node<unsigned int>*, unsigned int const&) [44]
[28]     0.0    0.00    0.00   18298         operator new(unsigned long, void*) [28]
-----------------------------------------------
                0.00    0.00   18282/18282       std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_node() [31]
[29]     0.0    0.00    0.00   18282         __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::allocate(unsigned long, void const*) [29]
                0.00    0.00   18282/18282       __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::max_size() const [30]
-----------------------------------------------
                0.00    0.00   18282/18282       __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::allocate(unsigned long, void const*) [29]
[30]     0.0    0.00    0.00   18282         __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::max_size() const [30]
-----------------------------------------------
                0.00    0.00    5334/18282       std::_List_node<unsigned int>* std::list<unsigned int, std::allocator<unsigned int> >::_M_create_node<unsigned int>(unsigned int&&) [87]
                0.00    0.00   12948/18282       std::_List_node<unsigned int>* std::list<unsigned int, std::allocator<unsigned int> >::_M_create_node<unsigned int const&>(unsigned int const&) [46]
[31]     0.0    0.00    0.00   18282         std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_node() [31]
                0.00    0.00   18282/18282       __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::allocate(unsigned long, void const*) [29]
-----------------------------------------------
                0.00    0.00   18200/18200       std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_put_node(std::_List_node<unsigned int>*) [34]
[32]     0.0    0.00    0.00   18200         __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::deallocate(std::_List_node<unsigned int>*, unsigned long) [32]
-----------------------------------------------
                0.00    0.00    2068/18200       std::list<unsigned int, std::allocator<unsigned int> >::_M_erase(std::_List_iterator<unsigned int>) [135]
                0.00    0.00   16132/18200       std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_clear() [36]
[33]     0.0    0.00    0.00   18200         void __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::destroy<std::_List_node<unsigned int> >(std::_List_node<unsigned int>*) [33]
-----------------------------------------------
                0.00    0.00    2068/18200       std::list<unsigned int, std::allocator<unsigned int> >::_M_erase(std::_List_iterator<unsigned int>) [135]
                0.00    0.00   16132/18200       std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_clear() [36]
[34]     0.0    0.00    0.00   18200         std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_put_node(std::_List_node<unsigned int>*) [34]
                0.00    0.00   18200/18200       __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::deallocate(std::_List_node<unsigned int>*, unsigned long) [32]
-----------------------------------------------
                0.00    0.00    2987/17340       std::list<unsigned int, std::allocator<unsigned int> >::clear() [118]
                0.00    0.00    5653/17340       std::_List_base<unsigned int, std::allocator<unsigned int> >::_List_base() [83]
                0.00    0.00    8700/17340       std::_List_base<unsigned int, std::allocator<unsigned int> >::_List_base(std::allocator<std::_List_node<unsigned int> > const&) [61]
[35]     0.0    0.00    0.00   17340         std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_init() [35]
-----------------------------------------------
                0.00    0.00    2987/17276       std::list<unsigned int, std::allocator<unsigned int> >::clear() [118]
                0.00    0.00   14289/17276       std::_List_base<unsigned int, std::allocator<unsigned int> >::~_List_base() [41]
[36]     0.0    0.00    0.00   17276         std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_clear() [36]
                0.00    0.00   16132/53644       std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_Node_allocator() [15]
                0.00    0.00   16132/18200       void __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::destroy<std::_List_node<unsigned int> >(std::_List_node<unsigned int>*) [33]
                0.00    0.00   16132/18200       std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_put_node(std::_List_node<unsigned int>*) [34]
-----------------------------------------------
                0.00    0.00     787/17210       std::list<unsigned int, std::allocator<unsigned int> >::operator=(std::list<unsigned int, std::allocator<unsigned int> > const&) [183]
                0.00    0.00    5257/17210       std::iterator_traits<std::_List_const_iterator<unsigned int> >::difference_type std::__distance<std::_List_const_iterator<unsigned int> >(std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>, std::input_iterator_tag) [120]
                0.00    0.00   11166/17210       void std::list<unsigned int, std::allocator<unsigned int> >::_M_initialize_dispatch<std::_List_const_iterator<unsigned int> >(std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>, std::__false_type) [62]
[37]     0.0    0.00    0.00   17210         std::_List_const_iterator<unsigned int>::operator++() [37]
-----------------------------------------------
                0.00    0.00   14301/14301       std::allocator<std::_List_node<unsigned int> >::~allocator() [39]
[38]     0.0    0.00    0.00   14301         __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::~new_allocator() [38]
-----------------------------------------------
                0.00    0.00      12/14301       std::list<unsigned int, std::allocator<unsigned int> >::list<std::_List_const_iterator<unsigned int>, void>(std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>, std::allocator<unsigned int> const&) [209]
                0.00    0.00   14289/14301       std::_List_base<unsigned int, std::allocator<unsigned int> >::_List_impl::~_List_impl() [40]
[39]     0.0    0.00    0.00   14301         std::allocator<std::_List_node<unsigned int> >::~allocator() [39]
                0.00    0.00   14301/14301       __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::~new_allocator() [38]
-----------------------------------------------
                0.00    0.00   14289/14289       std::_List_base<unsigned int, std::allocator<unsigned int> >::~_List_base() [41]
[40]     0.0    0.00    0.00   14289         std::_List_base<unsigned int, std::allocator<unsigned int> >::_List_impl::~_List_impl() [40]
                0.00    0.00   14289/14301       std::allocator<std::_List_node<unsigned int> >::~allocator() [39]
-----------------------------------------------
                0.00    0.00   14289/14289       std::list<unsigned int, std::allocator<unsigned int> >::~list() [42]
[41]     0.0    0.00    0.00   14289         std::_List_base<unsigned int, std::allocator<unsigned int> >::~_List_base() [41]
                0.00    0.00   14289/17276       std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_clear() [36]
                0.00    0.00   14289/14289       std::_List_base<unsigned int, std::allocator<unsigned int> >::_List_impl::~_List_impl() [40]
-----------------------------------------------
                0.00    0.00       5/14289       domain::processDelaunayMPI(int) [220]
                0.00    0.00      12/14289       void std::list<unsigned int, std::allocator<unsigned int> >::insert<std::_List_const_iterator<unsigned int>, void>(std::_List_iterator<unsigned int>, std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>) [206]
                0.00    0.00      13/14289       domain::generateActivePartitions() [225]
                0.00    0.00      16/14289       partition::~partition() [174]
                0.00    0.00      16/14289       domain::storeActiveParitions(int*, int, unsigned int) [222]
                0.00    0.00      33/14289       domain::~domain() [280]
                0.00    0.00    2665/14289       std::list<unsigned int, std::allocator<unsigned int> >::sort() [157]
                0.00    0.00    2881/14289       domain::updateTriangleArr() [219]
                0.00    0.00    2886/14289       domain::deliverTriangles() [218]
                0.00    0.00    5762/14289       domain::generateConflictPartitions() [227]
[42]     0.0    0.00    0.00   14289         std::list<unsigned int, std::allocator<unsigned int> >::~list() [42]
                0.00    0.00   14289/14289       std::_List_base<unsigned int, std::allocator<unsigned int> >::~_List_base() [41]
-----------------------------------------------
                0.00    0.00      12/14278       std::list<unsigned int, std::allocator<unsigned int> >::splice(std::_List_iterator<unsigned int>, std::list<unsigned int, std::allocator<unsigned int> >&&) [207]
                0.00    0.00      16/14278       domain::storeActiveParitions(int*, int, unsigned int) [222]
                0.00    0.00      16/14278       std::list<unsigned int, std::allocator<unsigned int> >::operator=(std::list<unsigned int, std::allocator<unsigned int> > const&) [183]
                0.00    0.00      18/14278       domain::generateActivePartitions() [225]
                0.00    0.00      32/14278       domain::updateConflictPartitions() [226]
                0.00    0.00      80/14278       std::list<unsigned int, std::allocator<unsigned int> >::unique() [158]
                0.00    0.00     101/14278       std::list<unsigned int, std::allocator<unsigned int> >::remove(unsigned int const&) [156]
                0.00    0.00    2307/14278       domain::deliverTriangles() [218]
                0.00    0.00    2962/14278       domain::generateConflictPartitions() [227]
                0.00    0.00    4300/14278       std::list<unsigned int, std::allocator<unsigned int> >::sort() [157]
                0.00    0.00    4434/14278       std::list<unsigned int, std::allocator<unsigned int> >::merge(std::list<unsigned int, std::allocator<unsigned int> >&&) [131]
[43]     0.0    0.00    0.00   14278         std::list<unsigned int, std::allocator<unsigned int> >::begin() [43]
                0.00    0.00   14278/52291       std::_List_iterator<unsigned int>::_List_iterator(std::__detail::_List_node_base*) [16]
-----------------------------------------------
                0.00    0.00   12948/12948       std::_List_node<unsigned int>* std::list<unsigned int, std::allocator<unsigned int> >::_M_create_node<unsigned int const&>(unsigned int const&) [46]
[44]     0.0    0.00    0.00   12948         void __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::construct<std::_List_node<unsigned int>, unsigned int const&>(std::_List_node<unsigned int>*, unsigned int const&) [44]
                0.00    0.00   12948/62958       unsigned int const& std::forward<unsigned int const&>(std::remove_reference<unsigned int const&>::type&) [14]
                0.00    0.00   12948/18298       operator new(unsigned long, void*) [28]
                0.00    0.00   12948/12948       std::_List_node<unsigned int>::_List_node<unsigned int const&>(unsigned int const&) [45]
-----------------------------------------------
                0.00    0.00   12948/12948       void __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::construct<std::_List_node<unsigned int>, unsigned int const&>(std::_List_node<unsigned int>*, unsigned int const&) [44]
[45]     0.0    0.00    0.00   12948         std::_List_node<unsigned int>::_List_node<unsigned int const&>(unsigned int const&) [45]
                0.00    0.00   12948/62958       unsigned int const& std::forward<unsigned int const&>(std::remove_reference<unsigned int const&>::type&) [14]
-----------------------------------------------
                0.00    0.00   12948/12948       void std::list<unsigned int, std::allocator<unsigned int> >::_M_insert<unsigned int const&>(std::_List_iterator<unsigned int>, unsigned int const&) [47]
[46]     0.0    0.00    0.00   12948         std::_List_node<unsigned int>* std::list<unsigned int, std::allocator<unsigned int> >::_M_create_node<unsigned int const&>(unsigned int const&) [46]
                0.00    0.00   12948/18282       std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_node() [31]
                0.00    0.00   12948/62958       unsigned int const& std::forward<unsigned int const&>(std::remove_reference<unsigned int const&>::type&) [14]
                0.00    0.00   12948/53644       std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_Node_allocator() [15]
                0.00    0.00   12948/12948       void __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::construct<std::_List_node<unsigned int>, unsigned int const&>(std::_List_node<unsigned int>*, unsigned int const&) [44]
-----------------------------------------------
                0.00    0.00    1782/12948       std::list<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [144]
                0.00    0.00   11166/12948       void std::list<unsigned int, std::allocator<unsigned int> >::emplace_back<unsigned int const&>(unsigned int const&) [52]
[47]     0.0    0.00    0.00   12948         void std::list<unsigned int, std::allocator<unsigned int> >::_M_insert<unsigned int const&>(std::_List_iterator<unsigned int>, unsigned int const&) [47]
                0.00    0.00   12948/62958       unsigned int const& std::forward<unsigned int const&>(std::remove_reference<unsigned int const&>::type&) [14]
                0.00    0.00   12948/12948       std::_List_node<unsigned int>* std::list<unsigned int, std::allocator<unsigned int> >::_M_create_node<unsigned int const&>(unsigned int const&) [46]
-----------------------------------------------
                0.00    0.00     787/11953       std::list<unsigned int, std::allocator<unsigned int> >::operator=(std::list<unsigned int, std::allocator<unsigned int> > const&) [183]
                0.00    0.00   11166/11953       void std::list<unsigned int, std::allocator<unsigned int> >::_M_initialize_dispatch<std::_List_const_iterator<unsigned int> >(std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>, std::__false_type) [62]
[48]     0.0    0.00    0.00   11953         std::_List_const_iterator<unsigned int>::operator*() const [48]
-----------------------------------------------
                0.00    0.00    5762/11923       domain::boundingGrid(boundingBox) [126]
                0.00    0.00    6161/11923       domain::generateIntersection() [221]
[49]     0.0    0.00    0.00   11923         boundingBox::boundingBox(boundingBox const&) [49]
                0.00    0.00   23846/393560      point::point(point const&) [8]
-----------------------------------------------
                0.00    0.00      16/11682       std::list<unsigned int, std::allocator<unsigned int> >::operator=(std::list<unsigned int, std::allocator<unsigned int> > const&) [183]
                0.00    0.00    2978/11682       std::list<unsigned int, std::allocator<unsigned int> >::size() const [119]
                0.00    0.00    8688/11682       std::list<unsigned int, std::allocator<unsigned int> >::list(std::list<unsigned int, std::allocator<unsigned int> > const&) [63]
[50]     0.0    0.00    0.00   11682         std::list<unsigned int, std::allocator<unsigned int> >::end() const [50]
                0.00    0.00   11682/23364       std::_List_const_iterator<unsigned int>::_List_const_iterator(std::__detail::_List_node_base const*) [25]
-----------------------------------------------
                0.00    0.00      16/11682       std::list<unsigned int, std::allocator<unsigned int> >::operator=(std::list<unsigned int, std::allocator<unsigned int> > const&) [183]
                0.00    0.00    2978/11682       std::list<unsigned int, std::allocator<unsigned int> >::size() const [119]
                0.00    0.00    8688/11682       std::list<unsigned int, std::allocator<unsigned int> >::list(std::list<unsigned int, std::allocator<unsigned int> > const&) [63]
[51]     0.0    0.00    0.00   11682         std::list<unsigned int, std::allocator<unsigned int> >::begin() const [51]
                0.00    0.00   11682/23364       std::_List_const_iterator<unsigned int>::_List_const_iterator(std::__detail::_List_node_base const*) [25]
-----------------------------------------------
                0.00    0.00   11166/11166       void std::list<unsigned int, std::allocator<unsigned int> >::_M_initialize_dispatch<std::_List_const_iterator<unsigned int> >(std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>, std::__false_type) [62]
[52]     0.0    0.00    0.00   11166         void std::list<unsigned int, std::allocator<unsigned int> >::emplace_back<unsigned int const&>(unsigned int const&) [52]
                0.00    0.00   11166/62958       unsigned int const& std::forward<unsigned int const&>(std::remove_reference<unsigned int const&>::type&) [14]
                0.00    0.00   11166/37963       std::list<unsigned int, std::allocator<unsigned int> >::end() [20]
                0.00    0.00   11166/12948       void std::list<unsigned int, std::allocator<unsigned int> >::_M_insert<unsigned int const&>(std::_List_iterator<unsigned int>, unsigned int const&) [47]
-----------------------------------------------
                0.00    0.00       2/10545       domain::domain(double, double, double, double, std::string) [279]
                0.00    0.00    4781/10545       triangle::intersect(boundingBox) [104]
                0.00    0.00    5762/10545       domain::generateIntersection() [221]
[53]     0.0    0.00    0.00   10545         point::point(double, double) [53]
-----------------------------------------------
                0.00    0.00      11/9953        std::_Rb_tree_iterator<int> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_<int const&>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, int const&) [187]
                0.00    0.00      16/9953        std::pair<std::_Rb_tree_iterator<int>, bool> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_unique<int const&>(int const&) [192]
                0.00    0.00    2888/9953        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_key(std::_Rb_tree_node_base const*) [123]
                0.00    0.00    7038/9953        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_key(std::_Rb_tree_node<int> const*) [67]
[54]     0.0    0.00    0.00    9953         std::_Identity<int>::operator()(int const&) const [54]
-----------------------------------------------
                0.00    0.00      11/9926        std::_Rb_tree_iterator<int> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_<int const&>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, int const&) [187]
                0.00    0.00      28/9926        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_insert_unique_pos(int const&) [193]
                0.00    0.00    2866/9926        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::find(int const&) [116]
                0.00    0.00    7021/9926        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_lower_bound(std::_Rb_tree_node<int>*, std::_Rb_tree_node<int>*, int const&) [115]
[55]     0.0    0.00    0.00    9926         std::less<int>::operator()(int const&, int const&) const [55]
-----------------------------------------------
                0.00    0.00       5/8972        domain::updateConflictPartitions() [226]
                0.00    0.00       5/8972        domain::generateActivePartitions() [225]
                0.00    0.00       5/8972        domain::updateTriangleArr() [219]
                0.00    0.00      12/8972        std::list<unsigned int, std::allocator<unsigned int> >::splice(std::_List_iterator<unsigned int>, std::list<unsigned int, std::allocator<unsigned int> >&&) [207]
                0.00    0.00    2881/8972        domain::deliverTriangles() [218]
                0.00    0.00    6064/8972        std::list<unsigned int, std::allocator<unsigned int> >::sort() [157]
[56]     0.0    0.00    0.00    8972         std::list<unsigned int, std::allocator<unsigned int> >::empty() const [56]
-----------------------------------------------
                0.00    0.00    8700/8700        std::allocator<std::_List_node<unsigned int> >::allocator(std::allocator<std::_List_node<unsigned int> > const&) [59]
[57]     0.0    0.00    0.00    8700         __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<unsigned int> > const&) [57]
-----------------------------------------------
                0.00    0.00      12/8700        std::_List_base<unsigned int, std::allocator<unsigned int> >::get_allocator() const [201]
                0.00    0.00    8688/8700        std::list<unsigned int, std::allocator<unsigned int> >::list(std::list<unsigned int, std::allocator<unsigned int> > const&) [63]
[58]     0.0    0.00    0.00    8700         std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_Node_allocator() const [58]
-----------------------------------------------
                0.00    0.00    8700/8700        std::_List_base<unsigned int, std::allocator<unsigned int> >::_List_impl::_List_impl(std::allocator<std::_List_node<unsigned int> > const&) [60]
[59]     0.0    0.00    0.00    8700         std::allocator<std::_List_node<unsigned int> >::allocator(std::allocator<std::_List_node<unsigned int> > const&) [59]
                0.00    0.00    8700/8700        __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<unsigned int> > const&) [57]
-----------------------------------------------
                0.00    0.00    8700/8700        std::_List_base<unsigned int, std::allocator<unsigned int> >::_List_base(std::allocator<std::_List_node<unsigned int> > const&) [61]
[60]     0.0    0.00    0.00    8700         std::_List_base<unsigned int, std::allocator<unsigned int> >::_List_impl::_List_impl(std::allocator<std::_List_node<unsigned int> > const&) [60]
                0.00    0.00    8700/8700        std::allocator<std::_List_node<unsigned int> >::allocator(std::allocator<std::_List_node<unsigned int> > const&) [59]
-----------------------------------------------
                0.00    0.00      12/8700        std::list<unsigned int, std::allocator<unsigned int> >::list<std::_List_const_iterator<unsigned int>, void>(std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>, std::allocator<unsigned int> const&) [209]
                0.00    0.00    8688/8700        std::list<unsigned int, std::allocator<unsigned int> >::list(std::list<unsigned int, std::allocator<unsigned int> > const&) [63]
[61]     0.0    0.00    0.00    8700         std::_List_base<unsigned int, std::allocator<unsigned int> >::_List_base(std::allocator<std::_List_node<unsigned int> > const&) [61]
                0.00    0.00    8700/8700        std::_List_base<unsigned int, std::allocator<unsigned int> >::_List_impl::_List_impl(std::allocator<std::_List_node<unsigned int> > const&) [60]
                0.00    0.00    8700/17340       std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_init() [35]
-----------------------------------------------
                0.00    0.00      12/8700        std::list<unsigned int, std::allocator<unsigned int> >::list<std::_List_const_iterator<unsigned int>, void>(std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>, std::allocator<unsigned int> const&) [209]
                0.00    0.00    8688/8700        std::list<unsigned int, std::allocator<unsigned int> >::list(std::list<unsigned int, std::allocator<unsigned int> > const&) [63]
[62]     0.0    0.00    0.00    8700         void std::list<unsigned int, std::allocator<unsigned int> >::_M_initialize_dispatch<std::_List_const_iterator<unsigned int> >(std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>, std::__false_type) [62]
                0.00    0.00   19866/28892       std::_List_const_iterator<unsigned int>::operator!=(std::_List_const_iterator<unsigned int> const&) const [23]
                0.00    0.00   11166/11953       std::_List_const_iterator<unsigned int>::operator*() const [48]
                0.00    0.00   11166/11166       void std::list<unsigned int, std::allocator<unsigned int> >::emplace_back<unsigned int const&>(unsigned int const&) [52]
                0.00    0.00   11166/17210       std::_List_const_iterator<unsigned int>::operator++() [37]
-----------------------------------------------
                0.00    0.00      13/8688        domain::generateActivePartitions() [225]
                0.00    0.00      16/8688        domain::storeActiveParitions(int*, int, unsigned int) [222]
                0.00    0.00      16/8688        domain::~domain() [280]
                0.00    0.00    2881/8688        domain::deliverTriangles() [218]
                0.00    0.00    5762/8688        domain::generateConflictPartitions() [227]
[63]     0.0    0.00    0.00    8688         std::list<unsigned int, std::allocator<unsigned int> >::list(std::list<unsigned int, std::allocator<unsigned int> > const&) [63]
                0.00    0.00    8688/8700        std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_Node_allocator() const [58]
                0.00    0.00    8688/11682       std::list<unsigned int, std::allocator<unsigned int> >::end() const [50]
                0.00    0.00    8688/8700        std::_List_base<unsigned int, std::allocator<unsigned int> >::_List_base(std::allocator<std::_List_node<unsigned int> > const&) [61]
                0.00    0.00    8688/11682       std::list<unsigned int, std::allocator<unsigned int> >::begin() const [51]
                0.00    0.00    8688/8700        void std::list<unsigned int, std::allocator<unsigned int> >::_M_initialize_dispatch<std::_List_const_iterator<unsigned int> >(std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>, std::__false_type) [62]
-----------------------------------------------
                0.00    0.00       5/8337        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::begin() [240]
                0.00    0.00      16/8337        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_insert_unique_pos(int const&) [193]
                0.00    0.00      16/8337        std::_Rb_tree_iterator<int> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_<int const&>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, int const&) [187]
