Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
-----------------------------------------------
                0.00    0.00    2978/2978        std::list<unsigned int, std::allocator<unsigned int> >::size() const [119]
[122]    0.0    0.00    0.00    2978         std::iterator_traits<std::_List_const_iterator<unsigned int> >::difference_type std::distance<std::_List_const_iterator<unsigned int> >(std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>) [122]
                0.00    0.00    2978/2978        std::iterator_traits<std::_List_const_iterator<unsigned int> >::iterator_category std::__iterator_category<std::_List_const_iterator<unsigned int> >(std::_List_const_iterator<unsigned int> const&) [121]
                0.00    0.00    2978/2978        std::iterator_traits<std::_List_const_iterator<unsigned int> >::difference_type std::__distance<std::_List_const_iterator<unsigned int> >(std::_List_const_iterator<unsigned int>, std::_List_const_iterator<unsigned int>, std::input_iterator_tag) [120]
-----------------------------------------------
                0.00    0.00      11/2888        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_insert_unique_pos(int const&) [193]
                0.00    0.00      11/2888        std::_Rb_tree_iterator<int> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_<int const&>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, int const&) [187]
                0.00    0.00    2866/2888        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::find(int const&) [116]
[123]    0.0    0.00    0.00    2888         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_key(std::_Rb_tree_node_base const*) [123]
                0.00    0.00    2888/2888        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_value(std::_Rb_tree_node_base const*) [124]
                0.00    0.00    2888/9953        std::_Identity<int>::operator()(int const&) const [54]
-----------------------------------------------
                0.00    0.00    2888/2888        std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_key(std::_Rb_tree_node_base const*) [123]
[124]    0.0    0.00    0.00    2888         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_value(std::_Rb_tree_node_base const*) [124]
-----------------------------------------------
                0.00    0.00    2881/2881        domain::generateIntersection() [221]
[125]    0.0    0.00    0.00    2881         boundingBox::boundingBox(point, point) [125]
                0.00    0.00    5762/393560      point::point(point const&) [8]
-----------------------------------------------
                0.00    0.00    2881/2881        domain::generateIntersection() [221]
[126]    0.0    0.00    0.00    2881         domain::boundingGrid(boundingBox) [126]
                0.00    0.00    5762/31704       boundingBox::getHighPoint() [22]
                0.00    0.00    5762/188581      point::getX() [10]
                0.00    0.00    5762/36712       boundingBox::getLowPoint() [21]
                0.00    0.00    5762/188663      point::getY() [9]
                0.00    0.00    5762/11923       boundingBox::boundingBox(boundingBox const&) [49]
                0.00    0.00    5762/23048       gridElement::gridElement(gridElement const&) [26]
                0.00    0.00    2881/2881        domain::mapHigh(boundingBox, double, double) [128]
                0.00    0.00    2881/2881        domain::mapLow(boundingBox, double, double) [127]
                0.00    0.00    2881/2881        gridBound::gridBound(gridElement, gridElement) [130]
-----------------------------------------------
                0.00    0.00    2881/2881        domain::boundingGrid(boundingBox) [126]
[127]    0.0    0.00    0.00    2881         domain::mapLow(boundingBox, double, double) [127]
                0.00    0.00   22652/31704       boundingBox::getHighPoint() [22]
                0.00    0.00   16894/188581      point::getX() [10]
                0.00    0.00   16886/188663      point::getY() [9]
                0.00    0.00   11128/36712       boundingBox::getLowPoint() [21]
                0.00    0.00    2881/5762        gridElement::gridElement(int, int) [77]
-----------------------------------------------
                0.00    0.00    2881/2881        domain::boundingGrid(boundingBox) [126]
[128]    0.0    0.00    0.00    2881         domain::mapHigh(boundingBox, double, double) [128]
                0.00    0.00   16522/36712       boundingBox::getLowPoint() [21]
                0.00    0.00    8281/188663      point::getY() [9]
                0.00    0.00    8241/188581      point::getX() [10]
                0.00    0.00    2881/5762        gridElement::gridElement(int, int) [77]
-----------------------------------------------
                0.00    0.00    2881/2881        domain::generateIntersection() [221]
[129]    0.0    0.00    0.00    2881         triangle::triangle(triangle const&) [129]
                0.00    0.00    8643/42713       point::point() [19]
                0.00    0.00    2881/8180        triangle::computeCenterRadius() [65]
-----------------------------------------------
                0.00    0.00    2881/2881        domain::boundingGrid(boundingBox) [126]
[130]    0.0    0.00    0.00    2881         gridBound::gridBound(gridElement, gridElement) [130]
                0.00    0.00    5762/23048       gridElement::gridElement(gridElement const&) [26]
-----------------------------------------------
                0.00    0.00    2217/2217        std::list<unsigned int, std::allocator<unsigned int> >::merge(std::list<unsigned int, std::allocator<unsigned int> >&) [132]
[131]    0.0    0.00    0.00    2217         std::list<unsigned int, std::allocator<unsigned int> >::merge(std::list<unsigned int, std::allocator<unsigned int> >&&) [131]
                0.00    0.00   24335/43027       std::_List_iterator<unsigned int>::operator!=(std::_List_iterator<unsigned int> const&) const [18]
                0.00    0.00   19376/44910       std::_List_iterator<unsigned int>::operator*() const [17]
                0.00    0.00    9688/25622       std::_List_iterator<unsigned int>::operator++() [24]
                0.00    0.00    5058/7220        std::list<unsigned int, std::allocator<unsigned int> >::_M_transfer(std::_List_iterator<unsigned int>, std::_List_iterator<unsigned int>, std::_List_iterator<unsigned int>) [66]
                0.00    0.00    4434/14278       std::list<unsigned int, std::allocator<unsigned int> >::begin() [43]
                0.00    0.00    4434/37963       std::list<unsigned int, std::allocator<unsigned int> >::end() [20]
                0.00    0.00    2217/4379        std::list<unsigned int, std::allocator<unsigned int> >::_M_check_equal_allocators(std::list<unsigned int, std::allocator<unsigned int> >&) [94]
-----------------------------------------------
                0.00    0.00    2217/2217        std::list<unsigned int, std::allocator<unsigned int> >::sort() [157]
[132]    0.0    0.00    0.00    2217         std::list<unsigned int, std::allocator<unsigned int> >::merge(std::list<unsigned int, std::allocator<unsigned int> >&) [132]
                0.00    0.00    2217/4379        std::remove_reference<std::list<unsigned int, std::allocator<unsigned int> >&>::type&& std::move<std::list<unsigned int, std::allocator<unsigned int> >&>(std::list<unsigned int, std::allocator<unsigned int> >&) [95]
                0.00    0.00    2217/2217        std::list<unsigned int, std::allocator<unsigned int> >::merge(std::list<unsigned int, std::allocator<unsigned int> >&&) [131]
-----------------------------------------------
                0.00    0.00    2150/2150        std::list<unsigned int, std::allocator<unsigned int> >::splice(std::_List_iterator<unsigned int>, std::list<unsigned int, std::allocator<unsigned int> >&, std::_List_iterator<unsigned int>) [134]
[133]    0.0    0.00    0.00    2150         std::list<unsigned int, std::allocator<unsigned int> >::splice(std::_List_iterator<unsigned int>, std::list<unsigned int, std::allocator<unsigned int> >&&, std::_List_iterator<unsigned int>) [133]
                0.00    0.00    4300/4380        std::_List_iterator<unsigned int>::operator==(std::_List_iterator<unsigned int> const&) const [92]
                0.00    0.00    2150/25622       std::_List_iterator<unsigned int>::operator++() [24]
                0.00    0.00    2150/4379        std::list<unsigned int, std::allocator<unsigned int> >::_M_check_equal_allocators(std::list<unsigned int, std::allocator<unsigned int> >&) [94]
                0.00    0.00    2150/7220        std::list<unsigned int, std::allocator<unsigned int> >::_M_transfer(std::_List_iterator<unsigned int>, std::_List_iterator<unsigned int>, std::_List_iterator<unsigned int>) [66]
-----------------------------------------------
                0.00    0.00    2150/2150        std::list<unsigned int, std::allocator<unsigned int> >::sort() [157]
[134]    0.0    0.00    0.00    2150         std::list<unsigned int, std::allocator<unsigned int> >::splice(std::_List_iterator<unsigned int>, std::list<unsigned int, std::allocator<unsigned int> >&, std::_List_iterator<unsigned int>) [134]
                0.00    0.00    2150/4379        std::remove_reference<std::list<unsigned int, std::allocator<unsigned int> >&>::type&& std::move<std::list<unsigned int, std::allocator<unsigned int> >&>(std::list<unsigned int, std::allocator<unsigned int> >&) [95]
                0.00    0.00    2150/2150        std::list<unsigned int, std::allocator<unsigned int> >::splice(std::_List_iterator<unsigned int>, std::list<unsigned int, std::allocator<unsigned int> >&&, std::_List_iterator<unsigned int>) [133]
-----------------------------------------------
                0.00    0.00      50/2068        std::list<unsigned int, std::allocator<unsigned int> >::remove(unsigned int const&) [156]
                0.00    0.00      50/2068        std::list<unsigned int, std::allocator<unsigned int> >::erase(std::_List_iterator<unsigned int>) [160]
                0.00    0.00    1968/2068        std::list<unsigned int, std::allocator<unsigned int> >::unique() [158]
[135]    0.0    0.00    0.00    2068         std::list<unsigned int, std::allocator<unsigned int> >::_M_erase(std::_List_iterator<unsigned int>) [135]
                0.00    0.00    2068/53644       std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_get_Node_allocator() [15]
                0.00    0.00    2068/18200       void __gnu_cxx::new_allocator<std::_List_node<unsigned int> >::destroy<std::_List_node<unsigned int> >(std::_List_node<unsigned int>*) [33]
                0.00    0.00    2068/18200       std::_List_base<unsigned int, std::allocator<unsigned int> >::_M_put_node(std::_List_node<unsigned int>*) [34]
-----------------------------------------------
                0.00    0.00    2004/2004        domain::basicTriangulate(point) [152]
[136]    0.0    0.00    0.00    2004         removeNode(edgeNode*&, edgeNode*&, edgeNode*&) [136]
                0.00    0.00    2004/6006        edgeNode::~edgeNode() [73]
-----------------------------------------------
                0.00    0.00    2004/2004        domain::basicTriangulate(point) [152]
[137]    0.0    0.00    0.00    2004         edge::edge(edge const&) [137]
                0.00    0.00    4008/42713       point::point() [19]
-----------------------------------------------
                0.00    0.00       2/2000        domain::domain(double, double, double, double, std::string) [279]
                0.00    0.00    1998/2000        domain::basicTriangulate(point) [152]
[138]    0.0    0.00    0.00    2000         triangle::triangle(point const&, point const&, point const&) [138]
                0.00    0.00    6000/42713       point::point() [19]
                0.00    0.00    2000/8180        triangle::computeCenterRadius() [65]
-----------------------------------------------
                0.00    0.00    1998/1998        domain::basicTriangulate(point) [152]
[139]    0.0    0.00    0.00    1998         triangle::colinear() [139]
                0.00    0.00    5994/188581      point::getX() [10]
                0.00    0.00    5994/188663      point::getY() [9]
-----------------------------------------------
                0.00    0.00       2/1988        domain::domain(double, double, double, double, std::string) [279]
                0.00    0.00    1986/1988        domain::basicTriangulate(point) [152]
[140]    0.0    0.00    0.00    1988         insertFront(triangleNode*&, triangleNode*) [140]
-----------------------------------------------
                0.00    0.00     654/1988        removeLinkList(triangleNode*&) [258]
                0.00    0.00    1334/1988        removeNode(triangleNode*&, triangleNode*&, triangleNode*&) [146]
[141]    0.0    0.00    0.00    1988         triangleNode::~triangleNode() [141]
-----------------------------------------------
                0.00    0.00    1986/1986        domain::basicTriangulate(point) [152]
[142]    0.0    0.00    0.00    1986         createNewNode(triangle*) [142]
-----------------------------------------------
                0.00    0.00    1986/1986        domain::basicTriangulate(point) [152]
[143]    0.0    0.00    0.00    1986         triangle::isBad() [143]
-----------------------------------------------
                0.00    0.00    1782/1782        domain::deliverTriangles() [218]
[144]    0.0    0.00    0.00    1782         std::list<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [144]
                0.00    0.00    1782/37963       std::list<unsigned int, std::allocator<unsigned int> >::end() [20]
                0.00    0.00    1782/12948       void std::list<unsigned int, std::allocator<unsigned int> >::_M_insert<unsigned int const&>(std::_List_iterator<unsigned int>, unsigned int const&) [47]
-----------------------------------------------
                0.00    0.00    1501/1501        triangle::intersect(boundingBox) [104]
[145]    0.0    0.00    0.00    1501         triangle::distance(point, point) [145]
                0.00    0.00    6004/188581      point::getX() [10]
                0.00    0.00    6004/188663      point::getY() [9]
-----------------------------------------------
                0.00    0.00    1334/1334        domain::basicTriangulate(point) [152]
[146]    0.0    0.00    0.00    1334         removeNode(triangleNode*&, triangleNode*&, triangleNode*&) [146]
                0.00    0.00    1334/1988        triangleNode::~triangleNode() [141]
-----------------------------------------------
                0.00    0.00    1334/1334        domain::basicTriangulate(point) [152]
[147]    0.0    0.00    0.00    1334         triangle::getEdge1() [147]
                0.00    0.00    1334/4002        edge::edge(point const&, point const&) [98]
-----------------------------------------------
                0.00    0.00    1334/1334        domain::basicTriangulate(point) [152]
[148]    0.0    0.00    0.00    1334         triangle::getEdge2() [148]
                0.00    0.00    1334/4002        edge::edge(point const&, point const&) [98]
-----------------------------------------------
                0.00    0.00    1334/1334        domain::basicTriangulate(point) [152]
[149]    0.0    0.00    0.00    1334         triangle::getEdge3() [149]
                0.00    0.00    1334/4002        edge::edge(point const&, point const&) [98]
-----------------------------------------------
                0.00    0.00     664/664         domain::basicTriangulate(point) [152]
[150]    0.0    0.00    0.00     664         removeLinkList(edgeNode*&) [150]
                0.00    0.00    4002/6006        edgeNode::~edgeNode() [73]
-----------------------------------------------
                0.00    0.00     332/332         domain::initTriangulate() [273]
[151]    0.0    0.00    0.00     332         point::setId(unsigned long long) [151]
-----------------------------------------------
                0.00    0.00     332/332         domain::initTriangulate() [273]
[152]    0.0    0.00    0.00     332         domain::basicTriangulate(point) [152]
                0.00    0.00  106650/393560      point::point(point const&) [8]
                0.00    0.00  106650/106650      triangle::circumCircleContains(point) [12]
                0.00    0.00   71916/71916       edge::operator==(edge const&) [13]
                0.00    0.00    6006/6006        createNewNode(edge*) [72]
                0.00    0.00    6006/6006        insertFront(edgeNode*&, edgeNode*) [71]
                0.00    0.00    2004/2004        edge::edge(edge const&) [137]
                0.00    0.00    2004/2004        removeNode(edgeNode*&, edgeNode*&, edgeNode*&) [136]
                0.00    0.00    1998/2000        triangle::triangle(point const&, point const&, point const&) [138]
                0.00    0.00    1998/8180        triangle::computeCenterRadius() [65]
                0.00    0.00    1998/1998        triangle::colinear() [139]
                0.00    0.00    1986/1986        triangle::isBad() [143]
                0.00    0.00    1986/1986        createNewNode(triangle*) [142]
                0.00    0.00    1986/1988        insertFront(triangleNode*&, triangleNode*) [140]
                0.00    0.00    1334/1334        triangle::getEdge1() [147]
                0.00    0.00    1334/1334        triangle::getEdge2() [148]
                0.00    0.00    1334/1334        triangle::getEdge3() [149]
                0.00    0.00    1334/1334        removeNode(triangleNode*&, triangleNode*&, triangleNode*&) [146]
                0.00    0.00     664/664         removeLinkList(edgeNode*&) [150]
-----------------------------------------------
                0.00    0.00     320/320         domain::initTriangulate() [273]
[153]    0.0    0.00    0.00     320         domain::partIndex(point) [153]
                0.00    0.00     320/188581      point::getX() [10]
                0.00    0.00     320/188663      point::getY() [9]
-----------------------------------------------
                0.00    0.00       5/123         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [247]
                0.00    0.00      45/123         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [163]
                0.00    0.00      73/123         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [159]
[154]    0.0    0.00    0.00     123         std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&) [154]
-----------------------------------------------
                0.00    0.00      16/112         std::pair<std::_Rb_tree_iterator<int>, bool> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_unique<int const&>(int const&) [192]
                0.00    0.00      16/112         std::_Rb_tree_iterator<int> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_<int const&>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, int const&) [187]
                0.00    0.00      16/112         std::_Rb_tree_node<int>* std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_create_node<int const&>(int const&) [190]
                0.00    0.00      16/112         decltype (_S_construct({parm#1}, {parm#2}, (forward<int const&>)({parm#3}))) std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::construct<std::_Rb_tree_node<int>, int const&>(std::allocator<std::_Rb_tree_node<int> >&, std::_Rb_tree_node<int>*, int const&) [180]
                0.00    0.00      16/112         std::enable_if<std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::__construct_helper<std::_Rb_tree_node<int>, int const&>::value, void>::type std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::_S_construct<std::_Rb_tree_node<int>, int const&>(std::allocator<std::_Rb_tree_node<int> >&, std::_Rb_tree_node<int>*, int const&) [179]
                0.00    0.00      16/112         _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeIiEE9constructIS2_IRKiEEEvPT_DpOT0_ [172]
                0.00    0.00      16/112         std::_Rb_tree_node<int>::_Rb_tree_node<int const&>(int const&) [178]
[155]    0.0    0.00    0.00     112         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [155]
-----------------------------------------------
                0.00    0.00     101/101         domain::updateConflictPartitions() [226]
[156]    0.0    0.00    0.00     101         std::list<unsigned int, std::allocator<unsigned int> >::remove(unsigned int const&) [156]
                0.00    0.00     647/43027       std::_List_iterator<unsigned int>::operator!=(std::_List_iterator<unsigned int> const&) const [18]
                0.00    0.00     495/44910       std::_List_iterator<unsigned int>::operator*() const [17]
                0.00    0.00     445/25622       std::_List_iterator<unsigned int>::operator++() [24]
                0.00    0.00     101/14278       std::list<unsigned int, std::allocator<unsigned int> >::begin() [43]
                0.00    0.00     101/37963       std::list<unsigned int, std::allocator<unsigned int> >::end() [20]
                0.00    0.00      50/50          unsigned int* std::__addressof<unsigned int>(unsigned int&) [162]
                0.00    0.00      50/50          unsigned int const* std::__addressof<unsigned int const>(unsigned int const&) [161]
                0.00    0.00      50/2068        std::list<unsigned int, std::allocator<unsigned int> >::_M_erase(std::_List_iterator<unsigned int>) [135]
-----------------------------------------------
                0.00    0.00      80/80          domain::generateConflictPartitions() [227]
[157]    0.0    0.00    0.00      80         std::list<unsigned int, std::allocator<unsigned int> >::sort() [157]
                0.00    0.00    6064/8972        std::list<unsigned int, std::allocator<unsigned int> >::empty() const [56]
                0.00    0.00    4300/14278       std::list<unsigned int, std::allocator<unsigned int> >::begin() [43]
                0.00    0.00    4202/4202        std::list<unsigned int, std::allocator<unsigned int> >::swap(std::list<unsigned int, std::allocator<unsigned int> >&) [97]
                0.00    0.00    2665/5653        std::list<unsigned int, std::allocator<unsigned int> >::list() [84]
                0.00    0.00    2665/14289       std::list<unsigned int, std::allocator<unsigned int> >::~list() [42]
                0.00    0.00    2217/2217        std::list<unsigned int, std::allocator<unsigned int> >::merge(std::list<unsigned int, std::allocator<unsigned int> >&) [132]
                0.00    0.00    2150/2150        std::list<unsigned int, std::allocator<unsigned int> >::splice(std::_List_iterator<unsigned int>, std::list<unsigned int, std::allocator<unsigned int> >&, std::_List_iterator<unsigned int>) [134]
-----------------------------------------------
                0.00    0.00      80/80          domain::generateConflictPartitions() [227]
[158]    0.0    0.00    0.00      80         std::list<unsigned int, std::allocator<unsigned int> >::unique() [158]
                0.00    0.00    4218/44910       std::_List_iterator<unsigned int>::operator*() const [17]
                0.00    0.00    2150/25622       std::_List_iterator<unsigned int>::operator++() [24]
                0.00    0.00    2150/43027       std::_List_iterator<unsigned int>::operator!=(std::_List_iterator<unsigned int> const&) const [18]
                0.00    0.00    1968/2068        std::list<unsigned int, std::allocator<unsigned int> >::_M_erase(std::_List_iterator<unsigned int>) [135]
                0.00    0.00      80/14278       std::list<unsigned int, std::allocator<unsigned int> >::begin() [43]
                0.00    0.00      80/37963       std::list<unsigned int, std::allocator<unsigned int> >::end() [20]
                0.00    0.00      80/4380        std::_List_iterator<unsigned int>::operator==(std::_List_iterator<unsigned int> const&) const [92]
-----------------------------------------------
                0.00    0.00       1/73          domain::domain(double, double, double, double, std::string) [279]
                0.00    0.00       1/73          domain::readPointPartFileInfo() [277]
                0.00    0.00       1/73          domain::~domain() [280]
                0.00    0.00       5/73          domain::storeActiveParitionInfo(int, int*, int*, int*) [224]
                0.00    0.00       5/73          domain::collectStoreTriangleIds() [223]
                0.00    0.00      10/73          domain::updateTriangleArr() [219]
                0.00    0.00      10/73          domain::runDelaunayMPI(int) [217]
                0.00    0.00      40/73          domain::addFile(std::string, std::string, std::string) [212]
[159]    0.0    0.00    0.00      73         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [159]
                0.00    0.00      73/123         std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&) [154]
-----------------------------------------------
                0.00    0.00      50/50          std::list<unsigned int, std::allocator<unsigned int> >::erase(std::_List_iterator<unsigned int>, std::_List_iterator<unsigned int>) [248]
[160]    0.0    0.00    0.00      50         std::list<unsigned int, std::allocator<unsigned int> >::erase(std::_List_iterator<unsigned int>) [160]
                0.00    0.00      50/52291       std::_List_iterator<unsigned int>::_List_iterator(std::__detail::_List_node_base*) [16]
                0.00    0.00      50/2068        std::list<unsigned int, std::allocator<unsigned int> >::_M_erase(std::_List_iterator<unsigned int>) [135]
-----------------------------------------------
                0.00    0.00      50/50          std::list<unsigned int, std::allocator<unsigned int> >::remove(unsigned int const&) [156]
[161]    0.0    0.00    0.00      50         unsigned int const* std::__addressof<unsigned int const>(unsigned int const&) [161]
-----------------------------------------------
                0.00    0.00      50/50          std::list<unsigned int, std::allocator<unsigned int> >::remove(unsigned int const&) [156]
[162]    0.0    0.00    0.00      50         unsigned int* std::__addressof<unsigned int>(unsigned int&) [162]
-----------------------------------------------
                0.00    0.00       5/45          domain::runDelaunayMPI(int) [217]
                0.00    0.00      40/45          domain::addFile(std::string, std::string, std::string) [212]
[163]    0.0    0.00    0.00      45         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [163]
                0.00    0.00      45/123         std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&) [154]
-----------------------------------------------
                0.00    0.00       1/43          domain::readPointPartFileInfo() [277]
                0.00    0.00       1/43          domain::loadInitPoints() [272]
                0.00    0.00       1/43          domain::loadExtensionPoints() [276]
                0.00    0.00       1/43          domain::storeAllTriangles() [274]
                0.00    0.00       4/43          domain::deliverTriangles() [218]
                0.00    0.00       5/43          domain::storeActiveParitionInfo(int, int*, int*, int*) [224]
                0.00    0.00      10/43          domain::storeActiveParitions(int*, int, unsigned int) [222]
                0.00    0.00      10/43          domain::updateTriangleArr() [219]
                0.00    0.00      10/43          domain::collectStoreTriangleIds() [223]
[164]    0.0    0.00    0.00      43         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [164]
-----------------------------------------------
                0.00    0.00      37/37          std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [166]
[165]    0.0    0.00    0.00      37         std::char_traits<char>::length(char const*) [165]
-----------------------------------------------
                0.00    0.00       1/37          domain::domain(double, double, double, double, std::string) [279]
                0.00    0.00       1/37          domain::~domain() [280]
                0.00    0.00       5/37          domain::collectStoreTriangleIds() [223]
                0.00    0.00      10/37          domain::updateTriangleArr() [219]
                0.00    0.00      20/37          domain::addFile(std::string, std::string, std::string) [212]
[166]    0.0    0.00    0.00      37         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [166]
                0.00    0.00      37/37          std::char_traits<char>::length(char const*) [165]
-----------------------------------------------
                0.00    0.00      16/32          std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_destroy_node(std::_Rb_tree_node<int>*) [191]
                0.00    0.00      16/32          std::_Rb_tree_node<int>* std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_create_node<int const&>(int const&) [190]
[167]    0.0    0.00    0.00      32         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_Node_allocator() [167]
-----------------------------------------------
                0.00    0.00      32/32          std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<int>*&, std::_Rb_tree_node<int>*&, void>(std::_Rb_tree_node<int>*&, std::_Rb_tree_node<int>*&) [184]
[168]    0.0    0.00    0.00      32         std::_Rb_tree_node<int>*& std::forward<std::_Rb_tree_node<int>*&>(std::remove_reference<std::_Rb_tree_node<int>*&>::type&) [168]
-----------------------------------------------
                0.00    0.00      16/16          std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_put_node(std::_Rb_tree_node<int>*) [189]
[169]    0.0    0.00    0.00      16         __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::deallocate(std::_Rb_tree_node<int>*, unsigned long) [169]
-----------------------------------------------
                0.00    0.00      16/16          std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_destroy_node(std::_Rb_tree_node<int>*) [191]
[170]    0.0    0.00    0.00      16         void __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::destroy<std::_Rb_tree_node<int> >(std::_Rb_tree_node<int>*) [170]
-----------------------------------------------
                0.00    0.00      16/16          std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_node() [188]
[171]    0.0    0.00    0.00      16         __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::allocate(unsigned long, void const*) [171]
                0.00    0.00      16/16          __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::max_size() const [175]
-----------------------------------------------
                0.00    0.00      16/16          std::enable_if<std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::__construct_helper<std::_Rb_tree_node<int>, int const&>::value, void>::type std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::_S_construct<std::_Rb_tree_node<int>, int const&>(std::allocator<std::_Rb_tree_node<int> >&, std::_Rb_tree_node<int>*, int const&) [179]
[172]    0.0    0.00    0.00      16         _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeIiEE9constructIS2_IRKiEEEvPT_DpOT0_ [172]
                0.00    0.00      16/112         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [155]
                0.00    0.00      16/18298       operator new(unsigned long, void*) [28]
                0.00    0.00      16/16          std::_Rb_tree_node<int>::_Rb_tree_node<int const&>(int const&) [178]
-----------------------------------------------
                0.00    0.00      16/16          domain::domain(double, double, double, double, std::string) [279]
[173]    0.0    0.00    0.00      16         partition::partition() [173]
                0.00    0.00      16/5653        std::list<unsigned int, std::allocator<unsigned int> >::list() [84]
-----------------------------------------------
                0.00    0.00      16/16          domain::~domain() [280]
[174]    0.0    0.00    0.00      16         partition::~partition() [174]
                0.00    0.00      16/14289       std::list<unsigned int, std::allocator<unsigned int> >::~list() [42]
-----------------------------------------------
                0.00    0.00      16/16          __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::allocate(unsigned long, void const*) [171]
[175]    0.0    0.00    0.00      16         __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::max_size() const [175]
-----------------------------------------------
                0.00    0.00      16/16          std::list<unsigned int, std::allocator<unsigned int> >::operator=(std::list<unsigned int, std::allocator<unsigned int> > const&) [183]
[176]    0.0    0.00    0.00      16         std::_List_const_iterator<unsigned int>::operator==(std::_List_const_iterator<unsigned int> const&) const [176]
-----------------------------------------------
                0.00    0.00      16/16          domain::processDelaunayMPI(int) [220]
[177]    0.0    0.00    0.00      16         std::_Rb_tree_const_iterator<int>::operator*() const [177]
-----------------------------------------------
